locus_tag	type	GO_ID	GO_term
b1189	process	GO:0019480	L-alanine oxidation to pyruvate via D-alanine
b1189	process	GO:0019480	L-alanine oxidation to pyruvate via D-alanine
b1189	process	GO:0055130	D-alanine catabolic process
b1189	process	GO:0055130	D-alanine catabolic process
b1189	process	GO:0055130	D-alanine catabolic process
b1190	process	GO:0006522	alanine metabolic process
b1190	process	GO:0019480	L-alanine oxidation to pyruvate via D-alanine
b1190	process	GO:0030632	D-alanine biosynthetic process
b1190	process	GO:0030632	D-alanine biosynthetic process
b1191	process	GO:0006811	monoatomic ion transport
b1191	process	GO:0006812	monoatomic cation transport
b1191	process	GO:0006813	potassium ion transport
b1191	process	GO:0006813	potassium ion transport
b1191	process	GO:0006884	cell volume homeostasis
b1191	process	GO:0006884	cell volume homeostasis
b1191	process	GO:0030007	intracellular potassium ion homeostasis
b1191	process	GO:0055085	transmembrane transport
b1191	process	GO:0071805	potassium ion transmembrane transport
b1191	process	GO:1902600	proton transmembrane transport
b1192	process	GO:0006508	proteolysis
b1192	process	GO:0008360	regulation of cell shape
b1192	process	GO:0009252	peptidoglycan biosynthetic process
b1192	process	GO:0009254	peptidoglycan turnover
b1192	process	GO:0009254	peptidoglycan turnover
b1192	process	GO:0009254	peptidoglycan turnover
b1192	process	GO:0009254	peptidoglycan turnover
b1192	process	GO:0071555	cell wall organization
b1193	process	GO:0000270	peptidoglycan metabolic process
b1193	process	GO:0016998	cell wall macromolecule catabolic process
b1193	process	GO:0071555	cell wall organization
b1193	process	GO:0000270	peptidoglycan metabolic process
b1193	process	GO:0016998	cell wall macromolecule catabolic process
b1193	process	GO:0071555	cell wall organization
b1193	process	GO:0051301	cell division
b1193	process	GO:0000270	peptidoglycan metabolic process
b1193	process	GO:0016998	cell wall macromolecule catabolic process
b1193	process	GO:0071555	cell wall organization
b1194	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1194	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1194	process	GO:1902201	negative regulation of bacterial-type flagellum-dependent cell motility
b1194	process	GO:0071945	regulation of bacterial-type flagellum-dependent cell motility by regulation of motor speed
b1194	process	GO:0071945	regulation of bacterial-type flagellum-dependent cell motility by regulation of motor speed
b1194	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1197	process	GO:0005975	carbohydrate metabolic process
b1197	process	GO:0005991	trehalose metabolic process
b1197	process	GO:0005993	trehalose catabolic process
b1197	process	GO:0071474	cellular hyperosmotic response
b1197	process	GO:0005975	carbohydrate metabolic process
b1197	process	GO:0005991	trehalose metabolic process
b1197	process	GO:0005993	trehalose catabolic process
b1197	process	GO:0071474	cellular hyperosmotic response
b1197	process	GO:0005993	trehalose catabolic process
b1197	process	GO:0006974	DNA damage response
b1197	process	GO:0071474	cellular hyperosmotic response
b1197	process	GO:0005975	carbohydrate metabolic process
b1197	process	GO:0005991	trehalose metabolic process
b1197	process	GO:0005993	trehalose catabolic process
b1197	process	GO:0005993	trehalose catabolic process
b1197	process	GO:0005993	trehalose catabolic process
b1197	process	GO:0071474	cellular hyperosmotic response
b1198	process	GO:0006974	DNA damage response
b1198	process	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system
b1198	process	GO:0019563	glycerol catabolic process
b1198	process	GO:0046835	carbohydrate phosphorylation
b1198	process	GO:0046835	carbohydrate phosphorylation
b1199	process	GO:0006071	glycerol metabolic process
b1199	process	GO:0019563	glycerol catabolic process
b1199	process	GO:0046835	carbohydrate phosphorylation
b1200	process	GO:0006974	DNA damage response
b1200	process	GO:0042182	ketone catabolic process
b1200	process	GO:0046365	monosaccharide catabolic process
b1200	process	GO:0061610	glycerol to glycerone phosphate metabolic process
b1200	process	GO:0006071	glycerol metabolic process
b1200	process	GO:0019563	glycerol catabolic process
b1200	process	GO:0019563	glycerol catabolic process
b1200	process	GO:0046835	carbohydrate phosphorylation
b1201	process	GO:0006351	DNA-templated transcription
b1201	process	GO:0006355	regulation of DNA-templated transcription
b1201	process	GO:0006071	glycerol metabolic process
b1201	process	GO:0006351	DNA-templated transcription
b1201	process	GO:0006355	regulation of DNA-templated transcription
b1201	process	GO:0045893	positive regulation of DNA-templated transcription
b1202	process	GO:0043708	cell adhesion involved in biofilm formation
b1202	process	GO:0007155	cell adhesion
b1203	process	GO:0006979	response to oxidative stress
b1203	process	GO:0006979	response to oxidative stress
b1204	process	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins
b1204	process	GO:0072344	rescue of stalled cytosolic ribosome
b1204	process	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins
b1204	process	GO:0072344	rescue of stalled cytosolic ribosome
b1204	process	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins
b1204	process	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins
b1204	process	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins
b1204	process	GO:0071236	cellular response to antibiotic
b1204	process	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins
b1204	process	GO:0072344	rescue of stalled cytosolic ribosome
b1205	process	GO:0044011	single-species biofilm formation on inanimate substrate
b1205	process	GO:0070301	cellular response to hydrogen peroxide
b1205	process	GO:0071276	cellular response to cadmium ion
b1206	process	GO:0015741	fumarate transport
b1206	process	GO:0015810	aspartate transmembrane transport
b1206	process	GO:0071422	succinate transmembrane transport
b1206	process	GO:0055085	transmembrane transport
b1206	process	GO:0055085	transmembrane transport
b1206	process	GO:0070778	L-aspartate transmembrane transport
b1206	process	GO:1902358	sulfate transmembrane transport
b1207	process	GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process
b1207	process	GO:0034214	protein hexamerization
b1207	process	GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process
b1207	process	GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process
b1207	process	GO:0006164	purine nucleotide biosynthetic process
b1207	process	GO:0009156	ribonucleoside monophosphate biosynthetic process
b1207	process	GO:0009165	nucleotide biosynthetic process
b1208	process	GO:0008299	isoprenoid biosynthetic process
b1208	process	GO:0016114	terpenoid biosynthetic process
b1208	process	GO:0019288	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway
b1208	process	GO:0008299	isoprenoid biosynthetic process
b1208	process	GO:0016114	terpenoid biosynthetic process
b1208	process	GO:0019288	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway
b1208	process	GO:0008299	isoprenoid biosynthetic process
b1208	process	GO:0016114	terpenoid biosynthetic process
b1208	process	GO:0019288	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway
b1209	process	GO:0015031	protein transport
b1209	process	GO:0044874	lipoprotein localization to outer membrane
b1209	process	GO:0015031	protein transport
b1209	process	GO:0044874	lipoprotein localization to outer membrane
b1209	process	GO:0042157	lipoprotein metabolic process
b1209	process	GO:0044874	lipoprotein localization to outer membrane
b1209	process	GO:0044874	lipoprotein localization to outer membrane
b1209	process	GO:0015031	protein transport
b1209	process	GO:0044874	lipoprotein localization to outer membrane
b1209	process	GO:0044874	lipoprotein localization to outer membrane
b1210	process	GO:0006779	porphyrin-containing compound biosynthetic process
b1210	process	GO:0006782	protoporphyrinogen IX biosynthetic process
b1210	process	GO:0006783	heme biosynthetic process
b1210	process	GO:0019353	protoporphyrinogen IX biosynthetic process from glutamate
b1210	process	GO:0033014	tetrapyrrole biosynthetic process
b1210	process	GO:0006779	porphyrin-containing compound biosynthetic process
b1210	process	GO:0006782	protoporphyrinogen IX biosynthetic process
b1210	process	GO:0006783	heme biosynthetic process
b1210	process	GO:0019353	protoporphyrinogen IX biosynthetic process from glutamate
b1210	process	GO:0033014	tetrapyrrole biosynthetic process
b1210	process	GO:0019353	protoporphyrinogen IX biosynthetic process from glutamate
b1210	process	GO:0006779	porphyrin-containing compound biosynthetic process
b1210	process	GO:0006782	protoporphyrinogen IX biosynthetic process
b1210	process	GO:0006783	heme biosynthetic process
b1210	process	GO:0019353	protoporphyrinogen IX biosynthetic process from glutamate
b1210	process	GO:0033014	tetrapyrrole biosynthetic process
b1211	process	GO:0006412	translation
b1211	process	GO:0006415	translational termination
b1211	process	GO:0006412	translation
b1211	process	GO:0006415	translational termination
b1211	process	GO:0006415	translational termination
b1211	process	GO:0006415	translational termination
b1211	process	GO:0006412	translation
b1211	process	GO:0006415	translational termination
b1212	process	GO:0018364	peptidyl-glutamine methylation
b1212	process	GO:0006415	translational termination
b1212	process	GO:0006415	translational termination
b1212	process	GO:0006479	protein methylation
b1212	process	GO:0010468	regulation of gene expression
b1212	process	GO:0018364	peptidyl-glutamine methylation
b1212	process	GO:0032259	methylation
b1215	process	GO:0009103	lipopolysaccharide biosynthetic process
b1215	process	GO:0019294	keto-3-deoxy-D-manno-octulosonic acid biosynthetic process
b1215	process	GO:0046394	carboxylic acid biosynthetic process
b1215	process	GO:0009103	lipopolysaccharide biosynthetic process
b1215	process	GO:0019294	keto-3-deoxy-D-manno-octulosonic acid biosynthetic process
b1215	process	GO:0046394	carboxylic acid biosynthetic process
b1215	process	GO:0009103	lipopolysaccharide biosynthetic process
b1215	process	GO:0019294	keto-3-deoxy-D-manno-octulosonic acid biosynthetic process
b1215	process	GO:0046394	carboxylic acid biosynthetic process
b1215	process	GO:0019294	keto-3-deoxy-D-manno-octulosonic acid biosynthetic process
b1215	process	GO:0009103	lipopolysaccharide biosynthetic process
b1215	process	GO:0019294	keto-3-deoxy-D-manno-octulosonic acid biosynthetic process
b1215	process	GO:0019294	keto-3-deoxy-D-manno-octulosonic acid biosynthetic process
b1215	process	GO:0046394	carboxylic acid biosynthetic process
b1216	process	GO:0006811	monoatomic ion transport
b1216	process	GO:0010446	response to alkaline pH
b1216	process	GO:0010446	response to alkaline pH
b1216	process	GO:0035725	sodium ion transmembrane transport
b1216	process	GO:0055085	transmembrane transport
b1216	process	GO:0071805	potassium ion transmembrane transport
b1216	process	GO:1902600	proton transmembrane transport
b1217	process	GO:0006351	DNA-templated transcription
b1218	process	GO:0006751	glutathione catabolic process
b1218	process	GO:0006751	glutathione catabolic process
b1218	process	GO:0006751	glutathione catabolic process
b1221	process	GO:0006355	regulation of DNA-templated transcription
b1221	process	GO:0000160	phosphorelay signal transduction system
b1221	process	GO:0006351	DNA-templated transcription
b1221	process	GO:0006355	regulation of DNA-templated transcription
b1221	process	GO:0006355	regulation of DNA-templated transcription
b1221	process	GO:0042128	nitrate assimilation
b1221	process	GO:0045892	negative regulation of DNA-templated transcription
b1222	process	GO:0006470	protein dephosphorylation
b1222	process	GO:0006974	DNA damage response
b1222	process	GO:0007165	signal transduction
b1222	process	GO:0046777	protein autophosphorylation
b1222	process	GO:0071249	cellular response to nitrate
b1222	process	GO:0071250	cellular response to nitrite
b1222	process	GO:0000160	phosphorelay signal transduction system
b1222	process	GO:0007165	signal transduction
b1222	process	GO:0007165	signal transduction
b1222	process	GO:0042128	nitrate assimilation
b1223	process	GO:0015706	nitrate transmembrane transport
b1223	process	GO:0015706	nitrate transmembrane transport
b1223	process	GO:0015706	nitrate transmembrane transport
b1223	process	GO:0015707	nitrite transport
b1223	process	GO:0015707	nitrite transport
b1223	process	GO:0042128	nitrate assimilation
b1223	process	GO:0043602	nitrate catabolic process
b1223	process	GO:0055085	transmembrane transport
b1224	process	GO:0009061	anaerobic respiration
b1224	process	GO:0042126	nitrate metabolic process
b1224	process	GO:0019645	anaerobic electron transport chain
b1224	process	GO:0019645	anaerobic electron transport chain
b1224	process	GO:0042126	nitrate metabolic process
